Professor_Name,Department,Quality,Difficulty,Would_take_again,Class_Name,Review_Date
Deanna Reder,English department,3.0,2.9,50%,FNST360,"Jun 15th, 2012"
Deanna Reder,English department,3.0,2.9,50%,ENGL101W,"Nov 13th, 2011"
Rosemary  Twomey,Philosophy department,5.0,3.4,62%,PHIL201,"Apr 4th, 2018"
Rosemary  Twomey,Philosophy department,5.0,3.4,62%,PHIL100W,"Feb 7th, 2018"
Rosemary  Twomey,Philosophy department,5.0,3.4,62%,PHIL100,"Dec 1st, 2017"
Rosemary  Twomey,Philosophy department,5.0,3.4,62%,PHILL100W,"Nov 9th, 2017"
Rosemary  Twomey,Philosophy department,5.0,3.4,62%,PHIL150,"Jul 19th, 2017"
Michael Newton,Asian Studies department,1.0,2,34%,ASC102,"Apr 27th, 2017"
Michael Newton,Asian Studies department,1.0,2,34%,HUM130,"Mar 26th, 2017"
Michael Newton,Asian Studies department,1.0,2,34%,ACS102,"May 17th, 2016"
Michael Newton,Asian Studies department,1.0,2,34%,ASIA100,"Jul 3rd, 2015"
Michael Newton,Asian Studies department,1.0,2,34%,ASC201,"Apr 23rd, 2015"
Michael Newton,Asian Studies department,1.0,2,34%,ASC400,"May 9th, 2011"
Lisa  Tang,Computer Science department,1.0,4.9,0%,CMPT470,"Apr 26th, 2023"
Lisa  Tang,Computer Science department,1.0,4.9,0%,CMPT165,"Feb 9th, 2023"
Suzana Dragicevic,Geography department,5.0,3.2,67%,GEOG352,"Jan 22nd, 2017"
Suzana Dragicevic,Geography department,5.0,3.2,67%,GEOG451,"Jan 22nd, 2017"
Suzana Dragicevic,Geography department,5.0,3.2,67%,GEOG351,"Dec 10th, 2012"
Bersant Hobdari,Economics department,4.5,2.8,N/A,CMNS383,"Jan 21st, 2016"
Bersant Hobdari,Economics department,4.5,2.8,N/A,ECON305,"Sep 10th, 2007"
Bersant Hobdari,Economics department,4.5,2.8,N/A,ECON260,"May 23rd, 2007"
Bersant Hobdari,Economics department,4.5,2.8,N/A,ECON383,"Oct 12th, 2006"
Bersant Hobdari,Economics department,4.5,2.8,N/A,ECON381,"Aug 29th, 2006"
Bersant Hobdari,Economics department,4.5,2.8,N/A,BUEC280,"Jul 21st, 2006"
Bersant Hobdari,Economics department,4.5,2.8,N/A,ECON382,"Apr 25th, 2006"
Anne Hales,Education department,5.0,2.3,N/A,FALX99,"Jul 28th, 2014"
Anne Hales,Education department,5.0,2.3,N/A,EDUC405,"May 16th, 2007"
Anne Hales,Education department,5.0,2.3,N/A,PDP,"Jul 11th, 2005"
Kenneth Fish,Sociology department,5.0,2.7,N/A,SA150,"Nov 17th, 2011"
Kenneth Fish,Sociology department,5.0,2.7,N/A,SA151,"Apr 10th, 2010"
Karyn Audet,Education department,5.0,3.5,N/A,EDUC222,"Apr 9th, 2010"
Karyn Audet,Education department,5.0,3.5,N/A,PSYCH1600,"Dec 4th, 2009"
Yayoyi Shinbo,Languages department,4.5,1.5,N/A,JPN100,"Sep 18th, 2012"
Yayoyi Shinbo,Languages department,4.5,1.5,N/A,JAP100,"Nov 19th, 2008"
Jason Bell,Mathematics department,5.0,2.4,N/A,MACM201,"Dec 2nd, 2013"
Jason Bell,Mathematics department,5.0,2.4,N/A,MATH158,"May 10th, 2012"
Jason Bell,Mathematics department,5.0,2.4,N/A,MATH240,"Nov 29th, 2011"
Jason Bell,Mathematics department,5.0,2.4,N/A,MA151,"Apr 24th, 2010"
Jason Bell,Mathematics department,5.0,2.4,N/A,MATH232,"Nov 20th, 2009"
Jason Bell,Mathematics department,5.0,2.4,N/A,CALC151,"Nov 6th, 2009"
Jason Bell,Mathematics department,5.0,2.4,N/A,MATH242,"Apr 3rd, 2009"
Jason Bell,Mathematics department,5.0,2.4,N/A,MA232,"Mar 18th, 2009"
James Acken,English department,4.5,3.1,N/A,HUM202,"Dec 21st, 2010"
James Acken,English department,4.5,3.1,N/A,HUM333,"Mar 11th, 2009"
James Acken,English department,4.5,3.1,N/A,HUM219,"Oct 27th, 2008"
James Acken,English department,4.5,3.1,N/A,ENG304,"Sep 2nd, 2008"
James Acken,English department,4.5,3.1,N/A,ENGL304,"Jul 2nd, 2008"
James Acken,English department,4.5,3.1,N/A,HUM305,"Feb 23rd, 2008"
James Acken,English department,4.5,3.1,N/A,HIST106,"Feb 4th, 2008"
James Acken,English department,4.5,3.1,N/A,HUM332,"Dec 16th, 2007"
James Acken,English department,4.5,3.1,N/A,HUM340,"Dec 8th, 2007"
James Acken,English department,4.5,3.1,N/A,ENGL204,"Feb 14th, 2007"
James Acken,English department,4.5,3.1,N/A,HIST304,"Dec 12th, 2006"
Dave Hunt,Criminology department,5.0,3.2,100%,CRIM343,"Feb 3rd, 2017"
Dave Hunt,Criminology department,5.0,3.2,100%,CRIMCRIM,"Dec 16th, 2009"
Fernando De Maio,Sociology department,4.0,3.3,N/A,SA355,"Nov 30th, 2010"
Fernando De Maio,Sociology department,4.0,3.3,N/A,SA255,"Nov 30th, 2010"
Fernando De Maio,Sociology department,4.0,3.3,N/A,SOC255,"Sep 15th, 2006"
Chantal Gibson,Business Administration department,5.0,4.3,100%,BUS360W,"Apr 12th, 2022"
Chantal Gibson,Business Administration department,5.0,4.3,100%,BUS272,"Mar 12th, 2015"
Chantal Gibson,Business Administration department,5.0,4.3,100%,BUS360,"Oct 10th, 2008"
Marlow Irvine,Education department,4.5,3.5,N/A,EDUC807,"Apr 6th, 2013"
Marlow Irvine,Education department,4.5,3.5,N/A,EDUC406,"May 16th, 2007"
Natalee Popadiuk,Education department,5.0,4,N/A,EDUC500,"Sep 12th, 2012"
Natalee Popadiuk,Education department,5.0,4,N/A,EDUC393,"May 7th, 2008"
John Peloza,Business Administration department,2.0,3.6,0%,BUS448,"Mar 27th, 2017"
John Peloza,Business Administration department,2.0,3.6,0%,MKTG448,"Mar 16th, 2009"
John Peloza,Business Administration department,2.0,3.6,0%,EMBA600,"Aug 7th, 2008"
John Peloza,Business Administration department,2.0,3.6,0%,MBA610,"Jul 7th, 2008"
John Peloza,Business Administration department,2.0,3.6,0%,BUS449,"May 19th, 2008"
Kseniya Garaschuk,Mathematics department,5.0,2.8,N/A,MATH100,"Apr 26th, 2016"
Kseniya Garaschuk,Mathematics department,5.0,2.8,N/A,FANX99,"Nov 25th, 2008"
Rob McTavish,Education department,5.0,3.3,N/A,EDUC220,"Jan 13th, 2013"
Rob McTavish,Education department,5.0,3.3,N/A,PSYCH220,"Apr 15th, 2012"
Rob McTavish,Education department,5.0,3.3,N/A,EDUC222,"Nov 27th, 2009"
Peter Halpin,Psychology department,1.0,4.7,N/A,PSYCH210,"Oct 4th, 2010"
Peter Halpin,Psychology department,1.0,4.7,N/A,PSY210,"Jul 18th, 2010"
Peter Halpin,Psychology department,1.0,4.7,N/A,PSYC210,"May 12th, 2010"
George Wallace,Psychology department,4.0,3,N/A,PSYC200,"Feb 10th, 2012"
George Wallace,Psychology department,4.0,3,N/A,PSYC120,"Sep 25th, 2011"
George Wallace,Psychology department,4.0,3,N/A,PSYC300,"Dec 14th, 2009"
James Cousins,History department,4.5,3,N/A,HIST102W,"Nov 23rd, 2011"
James Cousins,History department,4.5,3,N/A,HIST102,"Sep 8th, 2009"
Yew-Wei Lim,Statistics department,5.0,2.5,N/A,STAT201,"Dec 19th, 2009"
Joel Blok,Communication department,4.0,2,N/A,CMNS321,"Oct 11th, 2010"
Jeffrey Zurek,Earth Science department,5.0,1.2,N/A,EASC104,"Aug 24th, 2012"
Emily Jenkins,Health Science department,4.5,3,N/A,HSCI214,"Sep 7th, 2011"
Rohan Raheja,Business Administration department,3.0,3,N/A,BUS321,"Jul 11th, 2013"
Rohan Raheja,Business Administration department,3.0,3,N/A,BUS254,"Dec 12th, 2012"
Jennifer Kennedy-Pannett,Political Science department,5.0,1,N/A,POL373,"Jul 12th, 2011"
Stacy Tzoumakis,Criminology department,5.0,3,N/A,CRIM103,"Dec 13th, 2010"
Roselene Dhaliwal,Kinesiology department,3.0,4.2,N/A,KIN110,"Jul 4th, 2011"
Roselene Dhaliwal,Kinesiology department,3.0,4.2,N/A,KIN140,"Apr 7th, 2011"
Marc Paquet,French department,5.0,2,N/A,FREN210,"Dec 9th, 2011"
Hiroki Matsukawa,Languages department,5.0,1.5,N/A,JAPN100,"Nov 25th, 2011"
Charn Jagpal,English department,5.0,4,N/A,ENGL492W,"Aug 21st, 2011"
Gregory Cetnarowski,Chemistry department,5.0,3,N/A,CHEM261,"May 11th, 2015"
Gregory Cetnarowski,Chemistry department,5.0,3,N/A,CHEM371,"Nov 18th, 2012"
Larysa Stepanova,Linguistics department,5.0,2,N/A,LING160,"Jul 4th, 2012"
Larysa Stepanova,Linguistics department,5.0,2,N/A,LING220,"Jun 26th, 2012"
David Anderson,Philosophy department,5.0,1.6,N/A,PHIL110,"Jul 26th, 2014"
David Anderson,Philosophy department,5.0,1.6,N/A,PHIL201,"Apr 29th, 2014"
David Anderson,Philosophy department,5.0,1.6,N/A,PHIL201W,"Apr 17th, 2014"
Joanna Amirault,Criminology department,2.5,3.8,N/A,PSYC3001,"Dec 18th, 2015"
Joanna Amirault,Criminology department,2.5,3.8,N/A,CRIM3000,"Dec 2nd, 2014"
Joanna Amirault,Criminology department,2.5,3.8,N/A,CRIM316,"Oct 15th, 2014"
Joanna Amirault,Criminology department,2.5,3.8,N/A,CRIM314,"Apr 13th, 2014"
Chang Oh,Business Administration department,4.0,3.2,100%,BUS346,"Apr 10th, 2018"
Chang Oh,Business Administration department,4.0,3.2,100%,BUS435,"Aug 9th, 2017"
Camille Panier,French department,4.5,2.3,N/A,FREN210,"May 2nd, 2015"
Camille Panier,French department,4.5,2.3,N/A,FRENCH210,"Sep 3rd, 2014"
Jessie Singh,Business Administration department,4.0,3,N/A,BUS478,"Nov 20th, 2015"
Jeffrey Mathesius,Criminology department,5.0,3.3,60%,CRIM1150,"Jan 10th, 2023"
Jeffrey Mathesius,Criminology department,5.0,3.3,60%,CRIM131,"Dec 14th, 2016"
Jeffrey Mathesius,Criminology department,5.0,3.3,60%,CRIM320,"Apr 17th, 2016"
Tina Adcock,History department,5.0,3.3,75%,HIST377,"Nov 23rd, 2023"
Tina Adcock,History department,5.0,3.3,75%,HIST204,"Oct 13th, 2023"
Tina Adcock,History department,5.0,3.3,75%,Hist428,"Aug 8th, 2023"
Tina Adcock,History department,5.0,3.3,75%,HIST432,"May 13th, 2018"
Tina Adcock,History department,5.0,3.3,75%,HISTORY323,"Apr 18th, 2017"
Tina Adcock,History department,5.0,3.3,75%,HIST323,"Apr 22nd, 2016"
Tina Adcock,History department,5.0,3.3,75%,204,"Jun 25th, 2015"
Julian Brooks,History department,5.0,3,100%,HIST151,"Aug 1st, 2016"
Julian Brooks,History department,5.0,3,100%,HIST130,"Jan 9th, 2016"
Julian Brooks,History department,5.0,3,100%,HIST307,"Apr 28th, 2015"
John Manning,Biomedical Physiology  Kinesiology department,5.0,3,100%,BPK207,"Nov 14th, 2016"
Olympia Koziatek,Geography department,5.0,3,100%,GEOG251,"Jun 14th, 2018"
Stan Anonby,Linguistics department,4.0,2,100%,LING160,"Apr 26th, 2017"
Jayme Lewthwaite,Biology department,3.0,3,0%,BISC300,"Dec 8th, 2017"
Xiaowen Lei,Economics department,5.0,4,100%,ECON305,"Nov 8th, 2017"
Chen Shih-Shan,Gender Studies department,1.0,4,0%,GSWS101,"Jul 3rd, 2018"
Barry Honda,Molecular Biosciences department,4.0,3.9,50%,MBB308,"Apr 23rd, 2018"
Barry Honda,Molecular Biosciences department,4.0,3.9,50%,MBB436,"Dec 2nd, 2017"
Barry Honda,Molecular Biosciences department,4.0,3.9,50%,MBB331,"Oct 31st, 2010"
Catherine D'Andrea,Archaeology department,1.0,3.1,50%,ARCH375,"Jul 18th, 2018"
Catherine D'Andrea,Archaeology department,1.0,3.1,50%,ARCH272,"Oct 31st, 2017"
Catherine D'Andrea,Archaeology department,1.0,3.1,50%,ARCH252,"Mar 3rd, 2017"
Catherine D'Andrea,Archaeology department,1.0,3.1,50%,ARCH100,"Jan 17th, 2011"
Mark Moore,Business Administration department,5.0,3.5,45%,BUS207,"Jul 31st, 2018"
Mark Moore,Business Administration department,5.0,3.5,45%,BUS552,"Apr 27th, 2017"
Mark Moore,Business Administration department,5.0,3.5,45%,BUS751,"Apr 24th, 2017"
Mark Moore,Business Administration department,5.0,3.5,45%,ECON478,"Mar 29th, 2010"
Jeannette Paschen,Business Administration department,5.0,2.8,50%,MRKT1199,"Aug 18th, 2018"
Jeannette Paschen,Business Administration department,5.0,2.8,50%,BUS341,"Nov 20th, 2017"
Jeannette Paschen,Business Administration department,5.0,2.8,50%,BUS361,"Sep 29th, 2017"
Jiarui Li,Molecular Biology amp Biochemistry department,5.0,4,72%,MBB331,"Aug 21st, 2018"
Maggie MacAulay,Communication department,5.0,2.5,63%,CMNS353,"Aug 25th, 2018"
Maggie MacAulay,Communication department,5.0,2.5,63%,CMNS342,"Oct 28th, 2015"
Maggie MacAulay,Communication department,5.0,2.5,63%,CMNS455,"Apr 14th, 2013"
Paola Ardiles,Health Science department,1.0,3.9,100%,HSCI855,"May 26th, 2023"
Paola Ardiles,Health Science department,1.0,3.9,100%,HSCI449,"Dec 7th, 2022"
Paola Ardiles,Health Science department,1.0,3.9,100%,8303,"Jan 9th, 2015"
Tarah Hodgkinson,Criminology department,1.0,3.5,0%,CC603,"Mar 14th, 2023"
Tarah Hodgkinson,Criminology department,1.0,3.5,0%,CRIM251,"Nov 19th, 2018"
Tarah Hodgkinson,Criminology department,1.0,3.5,0%,CRIM455,"Jan 5th, 2018"
Tarah Hodgkinson,Criminology department,1.0,3.5,0%,CRIM104,"Jan 4th, 2016"
Gervase Bushe,Business Administration department,1.0,2.6,50%,BUS488,"Dec 20th, 2022"
Gervase Bushe,Business Administration department,1.0,2.6,50%,BUS681,"Oct 9th, 2018"
Gervase Bushe,Business Administration department,1.0,2.6,50%,BUS487,"Jan 25th, 2017"
Gervase Bushe,Business Administration department,1.0,2.6,50%,GBUA704,"Feb 5th, 2010"
Gervase Bushe,Business Administration department,1.0,2.6,50%,BUS429,"Mar 11th, 2008"
Gervase Bushe,Business Administration department,1.0,2.6,50%,BUS806,"Mar 11th, 2008"
Gervase Bushe,Business Administration department,1.0,2.6,50%,BUS374,"Oct 18th, 2004"
Greg Mori,Computer Science department,5.0,3.1,100%,CMPT726,"Dec 11th, 2018"
Greg Mori,Computer Science department,5.0,3.1,100%,CMPT419,"Nov 17th, 2016"
Greg Mori,Computer Science department,5.0,3.1,100%,721,"Aug 14th, 2015"
Greg Mori,Computer Science department,5.0,3.1,100%,CMPT225,"Apr 29th, 2013"
Theryn  Fleming,Communication department,1.0,1.5,0%,CMNS455,"Nov 13th, 2017"
Graham Lyons,English department,1.0,5,N/A,ENG100,"Jan 29th, 2016"
Graham Lyons,English department,1.0,5,N/A,ENG207,"Aug 10th, 2013"
Apala Guha,Computer Science department,1.0,2.8,30%,CMPT354,"Dec 24th, 2018"
Apala Guha,Computer Science department,1.0,2.8,30%,CMPT379,"Dec 22nd, 2018"
Josh Murphy,Criminology department,5.0,2.7,94%,CRIM1101,"Jul 18th, 2024"
Josh Murphy,Criminology department,5.0,2.7,94%,CRIM3211,"Mar 24th, 2024"
Josh Murphy,Criminology department,5.0,2.7,94%,CRIM1100,"Jan 13th, 2018"
Josh Murphy,Criminology department,5.0,2.7,94%,CRIM135,"Jan 9th, 2018"
Josh Murphy,Criminology department,5.0,2.7,94%,CRIM251,"Jan 4th, 2018"
Josh Murphy,Criminology department,5.0,2.7,94%,CRIM104,"Nov 21st, 2017"
Eleanor Stebner,Humanities department,4.0,2.7,100%,HUM375,"Jan 7th, 2019"
Eleanor Stebner,Humanities department,4.0,2.7,100%,HUM330,"Nov 30th, 2018"
Eleanor Stebner,Humanities department,4.0,2.7,100%,HUM300,"Jun 17th, 2008"
Eleanor Stebner,Humanities department,4.0,2.7,100%,HUM102,"Mar 17th, 2008"
John Harriss,International Studies department,5.0,4.2,100%,IS451,"Jan 17th, 2019"
John Harriss,International Studies department,5.0,4.2,100%,IS313W,"Jan 14th, 2015"
John Harriss,International Studies department,5.0,4.2,100%,IS00,"Jan 20th, 2010"
John Harriss,International Studies department,5.0,4.2,100%,IS409,"Jun 5th, 2009"
John Harriss,International Studies department,5.0,4.2,100%,IS101,"Feb 25th, 2008"
Kim Trottier,Business Administration department,3.0,3,100%,BUS321,"Jan 22nd, 2019"
Kim Trottier,Business Administration department,3.0,3,100%,BUS639,"Jan 10th, 2017"
Kim Trottier,Business Administration department,3.0,3,100%,BUS421,"Aug 18th, 2016"
Kim Trottier,Business Administration department,3.0,3,100%,BUS420,"Apr 21st, 2015"
Kim Trottier,Business Administration department,3.0,3,100%,BUS400,"Jan 17th, 2013"
Rick Gruneau,Communication department,2.0,3.4,0%,CMNS310,"Jan 28th, 2019"
Rick Gruneau,Communication department,2.0,3.4,0%,CMNS310410,"Mar 24th, 2014"
Rick Gruneau,Communication department,2.0,3.4,0%,CMNS410,"Feb 21st, 2012"
Rick Gruneau,Communication department,2.0,3.4,0%,CMN410,"Feb 14th, 2012"
Rick Gruneau,Communication department,2.0,3.4,0%,COMM386,"Jan 23rd, 2011"
Paola De Rycke,French department,5.0,2.8,100%,FREN221,"Jul 10th, 2024"
Paola De Rycke,French department,5.0,2.8,100%,FREN222,"Apr 19th, 2024"
Paola De Rycke,French department,5.0,2.8,100%,FREN301,"Apr 13th, 2023"
Paola De Rycke,French department,5.0,2.8,100%,FRE212,"Dec 9th, 2022"
Paola De Rycke,French department,5.0,2.8,100%,FREN121,"Jan 1st, 2019"
Paola De Rycke,French department,5.0,2.8,100%,FREN212,"Apr 5th, 2017"
Paola De Rycke,French department,5.0,2.8,100%,FRENCH304,"Jul 22nd, 2016"
Majid Bahrami,Engineering department,1.0,4.4,40%,MSE321,"Jun 3rd, 2024"
Majid Bahrami,Engineering department,1.0,4.4,40%,ENSC388,"Oct 23rd, 2016"
Majid Bahrami,Engineering department,1.0,4.4,40%,ENSC283,"Aug 13th, 2011"
Kai Bu,Computer Science department,5.0,2,100%,CMPT300,"Mar 10th, 2019"
Jakub Burkowicz,Sociology department,2.0,3.1,84%,SOCI2220,"Apr 3rd, 2019"
Jakub Burkowicz,Sociology department,2.0,3.1,84%,SA150SA250,"Mar 14th, 2018"
Jakub Burkowicz,Sociology department,2.0,3.1,84%,SA321,"Sep 28th, 2017"
Jakub Burkowicz,Sociology department,2.0,3.1,84%,SA150,"Apr 28th, 2017"
Jakub Burkowicz,Sociology department,2.0,3.1,84%,SA100W,"Apr 20th, 2017"
Jakub Burkowicz,Sociology department,2.0,3.1,84%,321,"Dec 8th, 2014"
Jakub Burkowicz,Sociology department,2.0,3.1,84%,SA250,"Aug 17th, 2014"
Jakub Burkowicz,Sociology department,2.0,3.1,84%,SA250SA350,"Mar 8th, 2014"
Jakub Burkowicz,Sociology department,2.0,3.1,84%,SA327,"Sep 17th, 2012"
Jakub Burkowicz,Sociology department,2.0,3.1,84%,SOCI327,"Feb 24th, 2012"
Jakub Burkowicz,Sociology department,2.0,3.1,84%,SOCY250,"Sep 26th, 2011"
Michael Hart,Biology department,4.0,4.6,50%,BIO306,"Apr 27th, 2024"
Michael Hart,Biology department,4.0,4.6,50%,BISC306,"Apr 17th, 2024"
Michael Hart,Biology department,4.0,4.6,50%,BISC202,"Mar 26th, 2019"
Nicole Scheerer,Psychology department,2.0,3,0%,PSYC389,"Apr 13th, 2019"
Simone Rapisarda Casanova,Film department,5.0,3.6,80%,CA131,"Apr 15th, 2019"
Simone Rapisarda Casanova,Film department,5.0,3.6,80%,CA332,"Apr 5th, 2019"
Simone Rapisarda Casanova,Film department,5.0,3.6,80%,CA130,"Dec 13th, 2018"
Dana Greig,Business Administration department,1.0,3.8,42%,BUS426,"Apr 7th, 2019"
Katherine Hennessey,Not Specified department,3.0,3,0%,ENGL302,"Apr 24th, 2019"
Mina Sedaghatjou,Education department,4.0,3.3,100%,EDUC451,"Apr 28th, 2019"
Mina Sedaghatjou,Education department,4.0,3.3,100%,EDUC212,"Oct 20th, 2016"
Taylor Anderson,Geography department,3.0,3.5,0%,GEOG255,"Apr 30th, 2019"
Dylan Wiwad,Psychology department,3.0,3.4,43%,PSYC260,"May 1st, 2019"
Dylan Wiwad,Psychology department,3.0,3.4,43%,PSYC201W,"Dec 14th, 2018"
Kari Marken,Education department,4.0,2.3,100%,ASTU204C,"May 24th, 2019"
Kari Marken,Education department,4.0,2.3,100%,FALX99,"Nov 10th, 2009"
Kari Marken,Education department,4.0,2.3,100%,EDUC100,"Oct 16th, 2009"
Elizabeth MacDonald,Communication department,1.0,3.7,0%,BUS251,"Jun 5th, 2019"
Elizabeth MacDonald,Communication department,1.0,3.7,0%,CMNS100,"May 27th, 2011"
Dominique Falls,Sociology department,5.0,1.8,100%,SA353,"Jul 28th, 2016"
Dominique Falls,Sociology department,5.0,1.8,100%,SA250,"Feb 17th, 2016"
Dominique Falls,Sociology department,5.0,1.8,100%,SPSC1105,"Nov 21st, 2014"
Dominique Falls,Sociology department,5.0,1.8,100%,SOC250,"Dec 4th, 2013"
Les Marshall,Economics department,5.0,3.6,N/A,ECON105,"Nov 24th, 2009"
Les Marshall,Economics department,5.0,3.6,N/A,ECON103,"Jan 11th, 2009"
Les Marshall,Economics department,5.0,3.6,N/A,ECONFALL,"Dec 28th, 2008"
Les Marshall,Economics department,5.0,3.6,N/A,ECON290,"Nov 14th, 2007"
Elizabeth Milton,Art department,5.0,2.5,100%,FINA2290,"Aug 24th, 2019"
Elizabeth Milton,Art department,5.0,2.5,100%,FINA1120,"Jun 13th, 2017"
Elizabeth Milton,Art department,5.0,2.5,100%,FPA160,"Jun 29th, 2013"
Elizabeth Milton,Art department,5.0,2.5,100%,FINA1220,"Apr 10th, 2013"
Elizabeth Milton,Art department,5.0,2.5,100%,FPA260,"Nov 4th, 2012"
Jodie-Ann Warren,Criminology department,5.0,3.1,88%,CRIM355,"Aug 28th, 2019"
Jodie-Ann Warren,Criminology department,5.0,3.1,88%,CRIM214,"Apr 9th, 2019"
Jodie-Ann Warren,Criminology department,5.0,3.1,88%,CRIM402,"Mar 11th, 2019"
Jodie-Ann Warren,Criminology department,5.0,3.1,88%,CRIM103,"Aug 23rd, 2018"
Jodie-Ann Warren,Criminology department,5.0,3.1,88%,CRIM318,"Mar 31st, 2017"
Jodie-Ann Warren,Criminology department,5.0,3.1,88%,335,"Aug 26th, 2014"
S. Cenk Sahinalp,Computer Science department,4.5,4,N/A,711,"Oct 19th, 2014"
S. Cenk Sahinalp,Computer Science department,4.5,4,N/A,CMPT711,"Dec 4th, 2008"
S. Cenk Sahinalp,Computer Science department,4.5,4,N/A,CMPT891,"Dec 2nd, 2008"
S. Cenk Sahinalp,Computer Science department,4.5,4,N/A,CMPT889,"May 15th, 2007"
Brendan Hunt,Geography department,4.0,3,100%,GEOG104,"Sep 4th, 2019"
Brendan Hunt,Geography department,4.0,3,100%,GEOG100,"Aug 19th, 2019"
Hilary Morden,Criminology department,5.0,4.2,53%,CRIM321,"Apr 7th, 2017"
Hilary Morden,Criminology department,5.0,4.2,53%,CRIM220,"Apr 3rd, 2017"
Hilary Morden,Criminology department,5.0,4.2,53%,CRIM103,"Feb 16th, 2017"
Hilary Morden,Criminology department,5.0,4.2,53%,CRIM300W,"Feb 6th, 2017"
Hilary Morden,Criminology department,5.0,4.2,53%,CRIM101,"Oct 20th, 2016"
Marissa Bowsfield,Psychology department,1.0,4,0%,PSYC362,"Nov 27th, 2019"
Sarah Farstad,Psychology department,4.0,2.5,100%,PSYC102,"Dec 3rd, 2019"
Sarah Farstad,Psychology department,4.0,2.5,100%,PSYC391,"Nov 17th, 2018"
Sarah Farstad,Psychology department,4.0,2.5,100%,PSYCH241,"Nov 8th, 2018"
Sarah Farstad,Psychology department,4.0,2.5,100%,PSYC3450,"Jul 29th, 2018"
Sarah Farstad,Psychology department,4.0,2.5,100%,PSYC241,"Jul 3rd, 2018"
Daniel Vigo,Health Science department,5.0,2.6,60%,HSCI214,"Dec 15th, 2019"
Daniel Vigo,Health Science department,5.0,2.6,60%,HSCA214,"Aug 2nd, 2019"
Daniel Vigo,Health Science department,5.0,2.6,60%,HSI214,"Jun 30th, 2019"
Mahatelge Peiris,Statistics department,5.0,3,100%,STAT485,"Dec 18th, 2019"
Amir Azaron,Business Administration department,2.0,3.7,18%,BUS232,"Dec 22nd, 2019"
Amir Azaron,Business Administration department,2.0,3.7,18%,BUEC232,"Mar 31st, 2019"
Amir Azaron,Business Administration department,2.0,3.7,18%,BUS336,"Feb 1st, 2019"
Amir Azaron,Business Administration department,2.0,3.7,18%,BEUC232,"Oct 17th, 2018"
Amir Azaron,Business Administration department,2.0,3.7,18%,BUQU1230,"Mar 17th, 2018"
Ted Wisniewski,Art department,5.0,3.9,80%,ENGL113,"Nov 9th, 2023"
Ted Wisniewski,Art department,5.0,3.9,80%,ENG112,"Dec 7th, 2022"
Ted Wisniewski,Art department,5.0,3.9,80%,ENGL112,"Jul 19th, 2019"
Ted Wisniewski,Art department,5.0,3.9,80%,ENG114,"Mar 19th, 2019"
Ted Wisniewski,Art department,5.0,3.9,80%,ENGL115,"Dec 8th, 2018"
Gary Parker,Mathematics department,1.0,5,100%,STAT271,"Apr 20th, 2024"
Gary Parker,Mathematics department,1.0,5,100%,STAT485,"Jan 16th, 2024"
Gary Parker,Mathematics department,1.0,5,100%,ACMA320,"Dec 11th, 2023"
Gary Parker,Mathematics department,1.0,5,100%,ACMA210,"Jan 7th, 2020"
Gary Parker,Mathematics department,1.0,5,100%,ACMA310,"Dec 24th, 2005"
Gary Parker,Mathematics department,1.0,5,100%,310,"Jul 11th, 2005"
Diane Gutiw,Business Administration department,5.0,3.5,75%,BUS468,"Oct 16th, 2023"
E.M Verheyen,Science department,5.0,3,100%,BISC202,"Feb 23rd, 2020"
E.M Verheyen,Science department,5.0,3,100%,BIO202,"Dec 20th, 2017"
E.M Verheyen,Science department,5.0,3,100%,MBB438,"Apr 16th, 2015"
E.M Verheyen,Science department,5.0,3,100%,BIO102,"Dec 8th, 2012"
Jean-Francois Begin,Statistics department,5.0,4,100%,acma340,"Nov 27th, 2022"
Miriam Lavergne,Health Science department,2.0,2.8,84%,HSCI305,"Mar 17th, 2020"
George Agnes,Chemistry department,1.0,4,0%,CHEM372,"Dec 16th, 2023"
George Agnes,Chemistry department,1.0,4,0%,CHEM111,"Apr 12th, 2017"
George Agnes,Chemistry department,1.0,4,0%,CHEM110,"Dec 1st, 2015"
George Agnes,Chemistry department,1.0,4,0%,CHEM316,"Jun 21st, 2011"
George Agnes,Chemistry department,1.0,4,0%,CHEM215,"Jun 1st, 2006"
Johnny Jermias,Accounting department,1.0,3.3,34%,BUS424,"Apr 21st, 2020"
Johnny Jermias,Accounting department,1.0,3.3,34%,BUS320,"Jun 23rd, 2004"
Hasina Samji,Health Science department,1.0,3.4,43%,HSCI802,"Jan 7th, 2024"
Hasina Samji,Health Science department,1.0,3.4,43%,HSCI432,"Apr 22nd, 2020"
Hasina Samji,Health Science department,1.0,3.4,43%,HSCI330,"Mar 22nd, 2017"
Hasina Samji,Health Science department,1.0,3.4,43%,HSCI300,"Oct 28th, 2016"
Shu Ho,Business Administration department,1.0,4.1,0%,IBUS4540,"Apr 23rd, 2020"
Shu Ho,Business Administration department,1.0,4.1,0%,IBUS3530,"Apr 23rd, 2020"
Shu Ho,Business Administration department,1.0,4.1,0%,BUS237,"Mar 28th, 2019"
Duncan Knowler,Environmental Studies department,4.0,3,100%,REM200,"Apr 26th, 2020"
Duncan Knowler,Environmental Studies department,4.0,3,100%,REM363,"May 5th, 2011"
Duncan Knowler,Environmental Studies department,4.0,3,100%,REM100,"Nov 30th, 2006"
